key,备注,强化id,强化属性方案id,等级,增加固定属性,增加百分比属性(万分比）,属性1,值1,属性2,值2,百分比1,值1,百分比2,值2
10019_60,,10019_60,10019,60,物理防御_288;生命_2160,,物理防御,288,生命,2160,,,,
10019_61,,10019_61,10019,61,物理防御_292;生命_2196,,物理防御,292,生命,2196,,,,
10019_62,,10019_62,10019,62,物理防御_297;生命_2232,,物理防御,297,生命,2232,,,,
10019_63,,10019_63,10019,63,物理防御_302;生命_2268,,物理防御,302,生命,2268,,,,
10019_64,,10019_64,10019,64,物理防御_307;生命_2304,,物理防御,307,生命,2304,,,,
10019_65,,10019_65,10019,65,物理防御_312;生命_2340,,物理防御,312,生命,2340,,,,
10019_66,,10019_66,10019,66,物理防御_316;生命_2376,,物理防御,316,生命,2376,,,,
10019_67,,10019_67,10019,67,物理防御_321;生命_2412,,物理防御,321,生命,2412,,,,
10019_68,,10019_68,10019,68,物理防御_326;生命_2448,,物理防御,326,生命,2448,,,,
10019_69,,10019_69,10019,69,物理防御_331;生命_2484,,物理防御,331,生命,2484,,,,
10019_70,,10019_70,10019,70,物理防御_336;生命_2520,,物理防御,336,生命,2520,,,,
10019_71,,10019_71,10019,71,物理防御_340;生命_2556,,物理防御,340,生命,2556,,,,
10019_72,,10019_72,10019,72,物理防御_345;生命_2592,,物理防御,345,生命,2592,,,,
10019_73,,10019_73,10019,73,物理防御_350;生命_2628,,物理防御,350,生命,2628,,,,
10019_74,,10019_74,10019,74,物理防御_355;生命_2664,,物理防御,355,生命,2664,,,,
10019_75,,10019_75,10019,75,物理防御_360;生命_2700,,物理防御,360,生命,2700,,,,
10019_76,,10019_76,10019,76,物理防御_364;生命_2736,,物理防御,364,生命,2736,,,,
10019_77,,10019_77,10019,77,物理防御_369;生命_2772,,物理防御,369,生命,2772,,,,
10019_78,,10019_78,10019,78,物理防御_374;生命_2808,,物理防御,374,生命,2808,,,,
10019_79,,10019_79,10019,79,物理防御_379;生命_2844,,物理防御,379,生命,2844,,,,
10019_80,,10019_80,10019,80,物理防御_384;生命_2880,,物理防御,384,生命,2880,,,,
10019_81,,10019_81,10019,81,物理防御_388;生命_2916,,物理防御,388,生命,2916,,,,
10019_82,,10019_82,10019,82,物理防御_393;生命_2952,,物理防御,393,生命,2952,,,,
10019_83,,10019_83,10019,83,物理防御_398;生命_2988,,物理防御,398,生命,2988,,,,
10019_84,,10019_84,10019,84,物理防御_403;生命_3024,,物理防御,403,生命,3024,,,,
10019_85,,10019_85,10019,85,物理防御_408;生命_3060,,物理防御,408,生命,3060,,,,
10019_86,,10019_86,10019,86,物理防御_412;生命_3096,,物理防御,412,生命,3096,,,,
10019_87,,10019_87,10019,87,物理防御_417;生命_3132,,物理防御,417,生命,3132,,,,
10019_88,,10019_88,10019,88,物理防御_422;生命_3168,,物理防御,422,生命,3168,,,,
10019_89,,10019_89,10019,89,物理防御_427;生命_3204,,物理防御,427,生命,3204,,,,
10019_90,,10019_90,10019,90,物理防御_432;生命_3240,,物理防御,432,生命,3240,,,,
10020_1,,10020_1,10020,1,法术防御_6;生命_36,,法术防御,6,生命,36,,,,
10020_2,,10020_2,10020,2,法术防御_12;生命_72,,法术防御,12,生命,72,,,,
10020_3,,10020_3,10020,3,法术防御_18;生命_108,,法术防御,18,生命,108,,,,
10020_4,,10020_4,10020,4,法术防御_24;生命_144,,法术防御,24,生命,144,,,,
10020_5,,10020_5,10020,5,法术防御_30;生命_180,,法术防御,30,生命,180,,,,
10020_6,,10020_6,10020,6,法术防御_36;生命_216,,法术防御,36,生命,216,,,,
10020_7,,10020_7,10020,7,法术防御_42;生命_252,,法术防御,42,生命,252,,,,
10020_8,,10020_8,10020,8,法术防御_48;生命_288,,法术防御,48,生命,288,,,,
10020_9,,10020_9,10020,9,法术防御_54;生命_324,,法术防御,54,生命,324,,,,
10020_10,,10020_10,10020,10,法术防御_60;生命_360,,法术防御,60,生命,360,,,,
10020_11,,10020_11,10020,11,法术防御_66;生命_396,,法术防御,66,生命,396,,,,
10020_12,,10020_12,10020,12,法术防御_72;生命_432,,法术防御,72,生命,432,,,,
10020_13,,10020_13,10020,13,法术防御_78;生命_468,,法术防御,78,生命,468,,,,
10020_14,,10020_14,10020,14,法术防御_84;生命_504,,法术防御,84,生命,504,,,,
10020_15,,10020_15,10020,15,法术防御_90;生命_540,,法术防御,90,生命,540,,,,
10020_16,,10020_16,10020,16,法术防御_96;生命_576,,法术防御,96,生命,576,,,,
10020_17,,10020_17,10020,17,法术防御_102;生命_612,,法术防御,102,生命,612,,,,
10020_18,,10020_18,10020,18,法术防御_108;生命_648,,法术防御,108,生命,648,,,,
10020_19,,10020_19,10020,19,法术防御_114;生命_684,,法术防御,114,生命,684,,,,
10020_20,,10020_20,10020,20,法术防御_120;生命_720,,法术防御,120,生命,720,,,,
10020_21,,10020_21,10020,21,法术防御_126;生命_756,,法术防御,126,生命,756,,,,
10020_22,,10020_22,10020,22,法术防御_132;生命_792,,法术防御,132,生命,792,,,,
10020_23,,10020_23,10020,23,法术防御_138;生命_828,,法术防御,138,生命,828,,,,
10020_24,,10020_24,10020,24,法术防御_144;生命_864,,法术防御,144,生命,864,,,,
10020_25,,10020_25,10020,25,法术防御_150;生命_900,,法术防御,150,生命,900,,,,
10020_26,,10020_26,10020,26,法术防御_156;生命_936,,法术防御,156,生命,936,,,,
10020_27,,10020_27,10020,27,法术防御_162;生命_972,,法术防御,162,生命,972,,,,
10020_28,,10020_28,10020,28,法术防御_168;生命_1008,,法术防御,168,生命,1008,,,,
10020_29,,10020_29,10020,29,法术防御_174;生命_1044,,法术防御,174,生命,1044,,,,
10020_30,,10020_30,10020,30,法术防御_180;生命_1080,,法术防御,180,生命,1080,,,,
10020_31,,10020_31,10020,31,法术防御_186;生命_1116,,法术防御,186,生命,1116,,,,
10020_32,,10020_32,10020,32,法术防御_192;生命_1152,,法术防御,192,生命,1152,,,,
10020_33,,10020_33,10020,33,法术防御_198;生命_1188,,法术防御,198,生命,1188,,,,
10020_34,,10020_34,10020,34,法术防御_204;生命_1224,,法术防御,204,生命,1224,,,,
10020_35,,10020_35,10020,35,法术防御_210;生命_1260,,法术防御,210,生命,1260,,,,
10020_36,,10020_36,10020,36,法术防御_216;生命_1296,,法术防御,216,生命,1296,,,,
10020_37,,10020_37,10020,37,法术防御_222;生命_1332,,法术防御,222,生命,1332,,,,
10020_38,,10020_38,10020,38,法术防御_228;生命_1368,,法术防御,228,生命,1368,,,,
10020_39,,10020_39,10020,39,法术防御_234;生命_1404,,法术防御,234,生命,1404,,,,
10020_40,,10020_40,10020,40,法术防御_240;生命_1440,,法术防御,240,生命,1440,,,,
10020_41,,10020_41,10020,41,法术防御_246;生命_1476,,法术防御,246,生命,1476,,,,
10020_42,,10020_42,10020,42,法术防御_252;生命_1512,,法术防御,252,生命,1512,,,,
10020_43,,10020_43,10020,43,法术防御_258;生命_1548,,法术防御,258,生命,1548,,,,
10020_44,,10020_44,10020,44,法术防御_264;生命_1584,,法术防御,264,生命,1584,,,,
10020_45,,10020_45,10020,45,法术防御_270;生命_1620,,法术防御,270,生命,1620,,,,
10020_46,,10020_46,10020,46,法术防御_276;生命_1656,,法术防御,276,生命,1656,,,,
10020_47,,10020_47,10020,47,法术防御_282;生命_1692,,法术防御,282,生命,1692,,,,
10020_48,,10020_48,10020,48,法术防御_288;生命_1728,,法术防御,288,生命,1728,,,,
10020_49,,10020_49,10020,49,法术防御_294;生命_1764,,法术防御,294,生命,1764,,,,
10020_50,,10020_50,10020,50,法术防御_300;生命_1800,,法术防御,300,生命,1800,,,,
10020_51,,10020_51,10020,51,法术防御_306;生命_1836,,法术防御,306,生命,1836,,,,
10020_52,,10020_52,10020,52,法术防御_312;生命_1872,,法术防御,312,生命,1872,,,,
10020_53,,10020_53,10020,53,法术防御_318;生命_1908,,法术防御,318,生命,1908,,,,
10020_54,,10020_54,10020,54,法术防御_324;生命_1944,,法术防御,324,生命,1944,,,,
10020_55,,10020_55,10020,55,法术防御_330;生命_1980,,法术防御,330,生命,1980,,,,
10020_56,,10020_56,10020,56,法术防御_336;生命_2016,,法术防御,336,生命,2016,,,,
10020_57,,10020_57,10020,57,法术防御_342;生命_2052,,法术防御,342,生命,2052,,,,
10020_58,,10020_58,10020,58,法术防御_348;生命_2088,,法术防御,348,生命,2088,,,,
10020_59,,10020_59,10020,59,法术防御_354;生命_2124,,法术防御,354,生命,2124,,,,
10020_60,,10020_60,10020,60,法术防御_360;生命_2160,,法术防御,360,生命,2160,,,,
10020_61,,10020_61,10020,61,法术防御_366;生命_2196,,法术防御,366,生命,2196,,,,
10020_62,,10020_62,10020,62,法术防御_372;生命_2232,,法术防御,372,生命,2232,,,,
10020_63,,10020_63,10020,63,法术防御_378;生命_2268,,法术防御,378,生命,2268,,,,
10020_64,,10020_64,10020,64,法术防御_384;生命_2304,,法术防御,384,生命,2304,,,,
10020_65,,10020_65,10020,65,法术防御_390;生命_2340,,法术防御,390,生命,2340,,,,
10020_66,,10020_66,10020,66,法术防御_396;生命_2376,,法术防御,396,生命,2376,,,,
10020_67,,10020_67,10020,67,法术防御_402;生命_2412,,法术防御,402,生命,2412,,,,
10020_68,,10020_68,10020,68,法术防御_408;生命_2448,,法术防御,408,生命,2448,,,,
10020_69,,10020_69,10020,69,法术防御_414;生命_2484,,法术防御,414,生命,2484,,,,
10020_70,,10020_70,10020,70,法术防御_420;生命_2520,,法术防御,420,生命,2520,,,,
10020_71,,10020_71,10020,71,法术防御_426;生命_2556,,法术防御,426,生命,2556,,,,
10020_72,,10020_72,10020,72,法术防御_432;生命_2592,,法术防御,432,生命,2592,,,,
10020_73,,10020_73,10020,73,法术防御_438;生命_2628,,法术防御,438,生命,2628,,,,
10020_74,,10020_74,10020,74,法术防御_444;生命_2664,,法术防御,444,生命,2664,,,,
10020_75,,10020_75,10020,75,法术防御_450;生命_2700,,法术防御,450,生命,2700,,,,
10020_76,,10020_76,10020,76,法术防御_456;生命_2736,,法术防御,456,生命,2736,,,,
10020_77,,10020_77,10020,77,法术防御_462;生命_2772,,法术防御,462,生命,2772,,,,
10020_78,,10020_78,10020,78,法术防御_468;生命_2808,,法术防御,468,生命,2808,,,,
10020_79,,10020_79,10020,79,法术防御_474;生命_2844,,法术防御,474,生命,2844,,,,
10020_80,,10020_80,10020,80,法术防御_480;生命_2880,,法术防御,480,生命,2880,,,,
10020_81,,10020_81,10020,81,法术防御_486;生命_2916,,法术防御,486,生命,2916,,,,
10020_82,,10020_82,10020,82,法术防御_492;生命_2952,,法术防御,492,生命,2952,,,,
10020_83,,10020_83,10020,83,法术防御_498;生命_2988,,法术防御,498,生命,2988,,,,
10020_84,,10020_84,10020,84,法术防御_504;生命_3024,,法术防御,504,生命,3024,,,,
10020_85,,10020_85,10020,85,法术防御_510;生命_3060,,法术防御,510,生命,3060,,,,
10020_86,,10020_86,10020,86,法术防御_516;生命_3096,,法术防御,516,生命,3096,,,,
10020_87,,10020_87,10020,87,法术防御_522;生命_3132,,法术防御,522,生命,3132,,,,
10020_88,,10020_88,10020,88,法术防御_528;生命_3168,,法术防御,528,生命,3168,,,,
10020_89,,10020_89,10020,89,法术防御_534;生命_3204,,法术防御,534,生命,3204,,,,
10020_90,,10020_90,10020,90,法术防御_540;生命_3240,,法术防御,540,生命,3240,,,,
10021_1,,10021_1,10021,1,物理攻击_11;法术攻击_10,,物理攻击,11,法术攻击,10,,,,
10021_2,,10021_2,10021,2,物理攻击_23;法术攻击_20,,物理攻击,23,法术攻击,20,,,,
10021_3,,10021_3,10021,3,物理攻击_35;法术攻击_30,,物理攻击,35,法术攻击,30,,,,
10021_4,,10021_4,10021,4,物理攻击_47;法术攻击_40,,物理攻击,47,法术攻击,40,,,,
10021_5,,10021_5,10021,5,物理攻击_59;法术攻击_50,,物理攻击,59,法术攻击,50,,,,
10021_6,,10021_6,10021,6,物理攻击_71;法术攻击_60,,物理攻击,71,法术攻击,60,,,,
10021_7,,10021_7,10021,7,物理攻击_82;法术攻击_70,,物理攻击,82,法术攻击,70,,,,
10021_8,,10021_8,10021,8,物理攻击_94;法术攻击_80,,物理攻击,94,法术攻击,80,,,,
10021_9,,10021_9,10021,9,物理攻击_106;法术攻击_90,,物理攻击,106,法术攻击,90,,,,
10021_10,,10021_10,10021,10,物理攻击_118;法术攻击_100,,物理攻击,118,法术攻击,100,,,,
10021_11,,10021_11,10021,11,物理攻击_130;法术攻击_110,,物理攻击,130,法术攻击,110,,,,
10021_12,,10021_12,10021,12,物理攻击_142;法术攻击_120,,物理攻击,142,法术攻击,120,,,,
10021_13,,10021_13,10021,13,物理攻击_154;法术攻击_131,,物理攻击,154,法术攻击,131,,,,
10021_14,,10021_14,10021,14,物理攻击_165;法术攻击_141,,物理攻击,165,法术攻击,141,,,,
10021_15,,10021_15,10021,15,物理攻击_177;法术攻击_151,,物理攻击,177,法术攻击,151,,,,
10021_16,,10021_16,10021,16,物理攻击_189;法术攻击_161,,物理攻击,189,法术攻击,161,,,,
10021_17,,10021_17,10021,17,物理攻击_201;法术攻击_171,,物理攻击,201,法术攻击,171,,,,
10021_18,,10021_18,10021,18,物理攻击_213;法术攻击_181,,物理攻击,213,法术攻击,181,,,,
10021_19,,10021_19,10021,19,物理攻击_225;法术攻击_191,,物理攻击,225,法术攻击,191,,,,
10021_20,,10021_20,10021,20,物理攻击_237;法术攻击_201,,物理攻击,237,法术攻击,201,,,,
10021_21,,10021_21,10021,21,物理攻击_248;法术攻击_211,,物理攻击,248,法术攻击,211,,,,
10021_22,,10021_22,10021,22,物理攻击_260;法术攻击_221,,物理攻击,260,法术攻击,221,,,,
10021_23,,10021_23,10021,23,物理攻击_272;法术攻击_231,,物理攻击,272,法术攻击,231,,,,
10021_24,,10021_24,10021,24,物理攻击_284;法术攻击_241,,物理攻击,284,法术攻击,241,,,,
10021_25,,10021_25,10021,25,物理攻击_296;法术攻击_252,,物理攻击,296,法术攻击,252,,,,
10021_26,,10021_26,10021,26,物理攻击_308;法术攻击_262,,物理攻击,308,法术攻击,262,,,,
10021_27,,10021_27,10021,27,物理攻击_319;法术攻击_272,,物理攻击,319,法术攻击,272,,,,
10021_28,,10021_28,10021,28,物理攻击_331;法术攻击_282,,物理攻击,331,法术攻击,282,,,,
10021_29,,10021_29,10021,29,物理攻击_343;法术攻击_292,,物理攻击,343,法术攻击,292,,,,
10021_30,,10021_30,10021,30,物理攻击_355;法术攻击_302,,物理攻击,355,法术攻击,302,,,,
10021_31,,10021_31,10021,31,物理攻击_367;法术攻击_312,,物理攻击,367,法术攻击,312,,,,
10021_32,,10021_32,10021,32,物理攻击_379;法术攻击_322,,物理攻击,379,法术攻击,322,,,,
10021_33,,10021_33,10021,33,物理攻击_391;法术攻击_332,,物理攻击,391,法术攻击,332,,,,
10021_34,,10021_34,10021,34,物理攻击_402;法术攻击_342,,物理攻击,402,法术攻击,342,,,,
10021_35,,10021_35,10021,35,物理攻击_414;法术攻击_352,,物理攻击,414,法术攻击,352,,,,
10021_36,,10021_36,10021,36,物理攻击_426;法术攻击_362,,物理攻击,426,法术攻击,362,,,,
10021_37,,10021_37,10021,37,物理攻击_438;法术攻击_372,,物理攻击,438,法术攻击,372,,,,
10021_38,,10021_38,10021,38,物理攻击_450;法术攻击_383,,物理攻击,450,法术攻击,383,,,,
10021_39,,10021_39,10021,39,物理攻击_462;法术攻击_393,,物理攻击,462,法术攻击,393,,,,
10021_40,,10021_40,10021,40,物理攻击_474;法术攻击_403,,物理攻击,474,法术攻击,403,,,,
10021_41,,10021_41,10021,41,物理攻击_485;法术攻击_413,,物理攻击,485,法术攻击,413,,,,
10021_42,,10021_42,10021,42,物理攻击_497;法术攻击_423,,物理攻击,497,法术攻击,423,,,,
10021_43,,10021_43,10021,43,物理攻击_509;法术攻击_433,,物理攻击,509,法术攻击,433,,,,
10021_44,,10021_44,10021,44,物理攻击_521;法术攻击_443,,物理攻击,521,法术攻击,443,,,,
10021_45,,10021_45,10021,45,物理攻击_533;法术攻击_453,,物理攻击,533,法术攻击,453,,,,
10021_46,,10021_46,10021,46,物理攻击_545;法术攻击_463,,物理攻击,545,法术攻击,463,,,,
10021_47,,10021_47,10021,47,物理攻击_556;法术攻击_473,,物理攻击,556,法术攻击,473,,,,
10021_48,,10021_48,10021,48,物理攻击_568;法术攻击_483,,物理攻击,568,法术攻击,483,,,,
10021_49,,10021_49,10021,49,物理攻击_580;法术攻击_493,,物理攻击,580,法术攻击,493,,,,
10021_50,,10021_50,10021,50,物理攻击_592;法术攻击_504,,物理攻击,592,法术攻击,504,,,,
10021_51,,10021_51,10021,51,物理攻击_604;法术攻击_514,,物理攻击,604,法术攻击,514,,,,
10021_52,,10021_52,10021,52,物理攻击_616;法术攻击_524,,物理攻击,616,法术攻击,524,,,,
10021_53,,10021_53,10021,53,物理攻击_628;法术攻击_534,,物理攻击,628,法术攻击,534,,,,
10021_54,,10021_54,10021,54,物理攻击_639;法术攻击_544,,物理攻击,639,法术攻击,544,,,,
10021_55,,10021_55,10021,55,物理攻击_651;法术攻击_554,,物理攻击,651,法术攻击,554,,,,
10021_56,,10021_56,10021,56,物理攻击_663;法术攻击_564,,物理攻击,663,法术攻击,564,,,,
10021_57,,10021_57,10021,57,物理攻击_675;法术攻击_574,,物理攻击,675,法术攻击,574,,,,
10021_58,,10021_58,10021,58,物理攻击_687;法术攻击_584,,物理攻击,687,法术攻击,584,,,,
10021_59,,10021_59,10021,59,物理攻击_699;法术攻击_594,,物理攻击,699,法术攻击,594,,,,
10021_60,,10021_60,10021,60,物理攻击_711;法术攻击_604,,物理攻击,711,法术攻击,604,,,,
10021_61,,10021_61,10021,61,物理攻击_722;法术攻击_614,,物理攻击,722,法术攻击,614,,,,
10021_62,,10021_62,10021,62,物理攻击_734;法术攻击_624,,物理攻击,734,法术攻击,624,,,,
10021_63,,10021_63,10021,63,物理攻击_746;法术攻击_635,,物理攻击,746,法术攻击,635,,,,
10021_64,,10021_64,10021,64,物理攻击_758;法术攻击_645,,物理攻击,758,法术攻击,645,,,,
10021_65,,10021_65,10021,65,物理攻击_770;法术攻击_655,,物理攻击,770,法术攻击,655,,,,
10021_66,,10021_66,10021,66,物理攻击_782;法术攻击_665,,物理攻击,782,法术攻击,665,,,,
10021_67,,10021_67,10021,67,物理攻击_793;法术攻击_675,,物理攻击,793,法术攻击,675,,,,
10021_68,,10021_68,10021,68,物理攻击_805;法术攻击_685,,物理攻击,805,法术攻击,685,,,,
10021_69,,10021_69,10021,69,物理攻击_817;法术攻击_695,,物理攻击,817,法术攻击,695,,,,
10021_70,,10021_70,10021,70,物理攻击_829;法术攻击_705,,物理攻击,829,法术攻击,705,,,,
10021_71,,10021_71,10021,71,物理攻击_841;法术攻击_715,,物理攻击,841,法术攻击,715,,,,
10021_72,,10021_72,10021,72,物理攻击_853;法术攻击_725,,物理攻击,853,法术攻击,725,,,,
10021_73,,10021_73,10021,73,物理攻击_865;法术攻击_735,,物理攻击,865,法术攻击,735,,,,
10021_74,,10021_74,10021,74,物理攻击_876;法术攻击_745,,物理攻击,876,法术攻击,745,,,,
10021_75,,10021_75,10021,75,物理攻击_888;法术攻击_756,,物理攻击,888,法术攻击,756,,,,
10021_76,,10021_76,10021,76,物理攻击_900;法术攻击_766,,物理攻击,900,法术攻击,766,,,,
10021_77,,10021_77,10021,77,物理攻击_912;法术攻击_776,,物理攻击,912,法术攻击,776,,,,
10021_78,,10021_78,10021,78,物理攻击_924;法术攻击_786,,物理攻击,924,法术攻击,786,,,,
10021_79,,10021_79,10021,79,物理攻击_936;法术攻击_796,,物理攻击,936,法术攻击,796,,,,
10021_80,,10021_80,10021,80,物理攻击_948;法术攻击_806,,物理攻击,948,法术攻击,806,,,,
10021_81,,10021_81,10021,81,物理攻击_959;法术攻击_816,,物理攻击,959,法术攻击,816,,,,
10021_82,,10021_82,10021,82,物理攻击_971;法术攻击_826,,物理攻击,971,法术攻击,826,,,,
10021_83,,10021_83,10021,83,物理攻击_983;法术攻击_836,,物理攻击,983,法术攻击,836,,,,
10021_84,,10021_84,10021,84,物理攻击_995;法术攻击_846,,物理攻击,995,法术攻击,846,,,,
