key,remarks,id,planId,star,upCostType,upCount,itemsNeedStr,downCostType,downCount,attrData,precentAttrData,wf1,wf2,wf3,wf4,wf5,wf6,wf7,wf8,wf9
827,,827,10138,4,,,806553:12,1,120,生命_2240,,80,生命,2240,,0,,,,
828,,828,10138,5,,,,1,120,生命_2880,,90,生命,2880,,0,,,,
829,,829,10139,,,,806553:1,1,30,,,40,,0,,0,,,,
830,,830,10139,1,,,806553:3,1,60,物理防御_61;生命_240,,50,物理防御,61,生命,240,,,,
831,,831,10139,2,,,806553:6,1,90,物理防御_122;生命_480,,60,物理防御,122,生命,480,,,,
832,,832,10139,3,,,806553:9,1,120,物理防御_204;生命_800,,70,物理防御,204,生命,800,,,,
833,,833,10139,4,,,806553:12,1,120,物理防御_285;生命_1120,,80,物理防御,285,生命,1120,,,,
834,,834,10139,5,,,,1,120,物理防御_367;生命_1440,,90,物理防御,367,生命,1440,,,,
835,,835,10140,,,,806553:1,1,30,,,40,,0,,0,,,,
836,,836,10140,1,,,806553:3,1,60,法术防御_76;生命_240,,50,法术防御,76,生命,240,,,,
837,,837,10140,2,,,806553:6,1,90,法术防御_153;生命_480,,60,法术防御,153,生命,480,,,,
838,,838,10140,3,,,806553:9,1,120,法术防御_255;生命_800,,70,法术防御,255,生命,800,,,,
839,,839,10140,4,,,806553:12,1,120,法术防御_357;生命_1120,,80,法术防御,357,生命,1120,,,,
840,,840,10140,5,,,,1,120,法术防御_459;生命_1440,,90,法术防御,459,生命,1440,,,,
841,,841,10141,,,,806553:1,1,30,,,40,,0,,0,,,,
842,,842,10141,1,,,806553:3,1,60,物理攻击_211;法术攻击_169,,50,物理攻击,211,法术攻击,169,,,,
843,,843,10141,2,,,806553:6,1,90,物理攻击_423;法术攻击_338,,60,物理攻击,423,法术攻击,338,,,,
844,,844,10141,3,,,806553:9,1,120,物理攻击_705;法术攻击_564,,70,物理攻击,705,法术攻击,564,,,,
845,,845,10141,4,,,806553:12,1,120,物理攻击_987;法术攻击_789,,80,物理攻击,987,法术攻击,789,,,,
846,,846,10141,5,,,,1,120,物理攻击_1269;法术攻击_1015,,90,物理攻击,1269,法术攻击,1015,,,,
847,,847,10142,,,,806553:1,1,30,,,40,,0,,0,,,,
848,,848,10142,1,,,806553:3,1,60,生命_495,,50,生命,495,,0,,,,
849,,849,10142,2,,,806553:6,1,90,生命_990,,60,生命,990,,0,,,,
850,,850,10142,3,,,806553:9,1,120,生命_1650,,70,生命,1650,,0,,,,
851,,851,10142,4,,,806553:12,1,120,生命_2310,,80,生命,2310,,0,,,,
852,,852,10142,5,,,,1,120,生命_2970,,90,生命,2970,,0,,,,
853,,853,10143,,,,806553:1,1,30,,,40,,0,,0,,,,
854,,854,10143,1,,,806553:3,1,60,物理防御_63;生命_247,,50,物理防御,63,生命,247,,,,
855,,855,10143,2,,,806553:6,1,90,物理防御_127;生命_495,,60,物理防御,127,生命,495,,,,
856,,856,10143,3,,,806553:9,1,120,物理防御_212;生命_825,,70,物理防御,212,生命,825,,,,
857,,857,10143,4,,,806553:12,1,120,物理防御_296;生命_1155,,80,物理防御,296,生命,1155,,,,
858,,858,10143,5,,,,1,120,物理防御_381;生命_1485,,90,物理防御,381,生命,1485,,,,
859,,859,10144,,,,806553:1,1,30,,,40,,0,,0,,,,
860,,860,10144,1,,,806553:3,1,60,法术防御_79;生命_247,,50,法术防御,79,生命,247,,,,
861,,861,10144,2,,,806553:6,1,90,法术防御_159;生命_495,,60,法术防御,159,生命,495,,,,
862,,862,10144,3,,,806553:9,1,120,法术防御_265;生命_825,,70,法术防御,265,生命,825,,,,
863,,863,10144,4,,,806553:12,1,120,法术防御_371;生命_1155,,80,法术防御,371,生命,1155,,,,
864,,864,10144,5,,,,1,120,法术防御_477;生命_1485,,90,法术防御,477,生命,1485,,,,
865,,865,10145,,,,806553:1,1,30,,,40,,0,,0,,,,
866,,866,10145,1,,,806553:3,1,60,物理攻击_202;法术攻击_162,,50,物理攻击,202,法术攻击,162,,,,
867,,867,10145,2,,,806553:6,1,90,物理攻击_405;法术攻击_324,,60,物理攻击,405,法术攻击,324,,,,
868,,868,10145,3,,,806553:9,1,120,物理攻击_675;法术攻击_540,,70,物理攻击,675,法术攻击,540,,,,
869,,869,10145,4,,,806553:12,1,120,物理攻击_945;法术攻击_756,,80,物理攻击,945,法术攻击,756,,,,
870,,870,10145,5,,,,1,120,物理攻击_1215;法术攻击_972,,90,物理攻击,1215,法术攻击,972,,,,
871,,871,10146,,,,806553:1,1,30,,,40,,0,,0,,,,
872,,872,10146,1,,,806553:3,1,60,生命_517,,50,生命,517,,0,,,,
873,,873,10146,2,,,806553:6,1,90,生命_1035,,60,生命,1035,,0,,,,
874,,874,10146,3,,,806553:9,1,120,生命_1725,,70,生命,1725,,0,,,,
875,,875,10146,4,,,806553:12,1,120,生命_2415,,80,生命,2415,,0,,,,
876,,876,10146,5,,,,1,120,生命_3105,,90,生命,3105,,0,,,,
877,,877,10147,,,,806553:1,1,30,,,40,,0,,0,,,,
878,,878,10147,1,,,806553:3,1,60,物理防御_66;生命_258,,50,物理防御,66,生命,258,,,,
879,,879,10147,2,,,806553:6,1,90,物理防御_132;生命_517,,60,物理防御,132,生命,517,,,,
880,,880,10147,3,,,806553:9,1,120,物理防御_220;生命_862,,70,物理防御,220,生命,862,,,,
881,,881,10147,4,,,806553:12,1,120,物理防御_308;生命_1207,,80,物理防御,308,生命,1207,,,,
882,,882,10147,5,,,,1,120,物理防御_396;生命_1552,,90,物理防御,396,生命,1552,,,,
883,,883,10148,,,,806553:1,1,30,,,40,,0,,0,,,,
884,,884,10148,1,,,806553:3,1,60,法术防御_82;生命_258,,50,法术防御,82,生命,258,,,,
885,,885,10148,2,,,806553:6,1,90,法术防御_165;生命_517,,60,法术防御,165,生命,517,,,,
886,,886,10148,3,,,806553:9,1,120,法术防御_275;生命_862,,70,法术防御,275,生命,862,,,,
887,,887,10148,4,,,806553:12,1,120,法术防御_385;生命_1207,,80,法术防御,385,生命,1207,,,,
888,,888,10148,5,,,,1,120,法术防御_495;生命_1552,,90,法术防御,495,生命,1552,,,,
889,,889,10149,,,,806553:1,1,30,,,40,,0,,0,,,,
890,,890,10149,1,,,806553:3,1,60,物理攻击_144;法术攻击_171,,50,物理攻击,144,法术攻击,171,,,,
891,,891,10149,2,,,806553:6,1,90,物理攻击_288;法术攻击_342,,60,物理攻击,288,法术攻击,342,,,,
892,,892,10149,3,,,806553:9,1,120,物理攻击_480;法术攻击_570,,70,物理攻击,480,法术攻击,570,,,,
893,,893,10149,4,,,806553:12,1,120,物理攻击_672;法术攻击_798,,80,物理攻击,672,法术攻击,798,,,,
894,,894,10149,5,,,,1,120,物理攻击_864;法术攻击_1026,,90,物理攻击,864,法术攻击,1026,,,,
895,,895,10150,,,,806553:1,1,30,,,40,,0,,0,,,,
896,,896,10150,1,,,806553:3,1,60,生命_1080,,50,生命,1080,,0,,,,
897,,897,10150,2,,,806553:6,1,90,生命_2160,,60,生命,2160,,0,,,,
898,,898,10150,3,,,806553:9,1,120,生命_3600,,70,生命,3600,,0,,,,
899,,899,10150,4,,,806553:12,1,120,生命_5040,,80,生命,5040,,0,,,,
900,,900,10150,5,,,,1,120,生命_6480,,90,生命,6480,,0,,,,
901,,901,10151,,,,806553:1,1,30,,,40,,0,,0,,,,
902,,902,10151,1,,,806553:3,1,60,物理防御_72;生命_540,,50,物理防御,72,生命,540,,,,
903,,903,10151,2,,,806553:6,1,90,物理防御_144;生命_1080,,60,物理防御,144,生命,1080,,,,
904,,904,10151,3,,,806553:9,1,120,物理防御_240;生命_1800,,70,物理防御,240,生命,1800,,,,
905,,905,10151,4,,,806553:12,1,120,物理防御_336;生命_2520,,80,物理防御,336,生命,2520,,,,
906,,906,10151,5,,,,1,120,物理防御_432;生命_3240,,90,物理防御,432,生命,3240,,,,
907,,907,10152,,,,806553:1,1,30,,,40,,0,,0,,,,
908,,908,10152,1,,,806553:3,1,60,法术防御_90;生命_540,,50,法术防御,90,生命,540,,,,
909,,909,10152,2,,,806553:6,1,90,法术防御_180;生命_1080,,60,法术防御,180,生命,1080,,,,
910,,910,10152,3,,,806553:9,1,120,法术防御_300;生命_1800,,70,法术防御,300,生命,1800,,,,
911,,911,10152,4,,,806553:12,1,120,法术防御_420;生命_2520,,80,法术防御,420,生命,2520,,,,
912,,912,10152,5,,,,1,120,法术防御_540;生命_3240,,90,法术防御,540,生命,3240,,,,
913,,913,10153,,,,806553:1,1,30,,,40,,0,,0,,,,
914,,914,10153,1,,,806553:3,1,60,物理攻击_151;法术攻击_180,,50,物理攻击,151,法术攻击,180,,,,
915,,915,10153,2,,,806553:6,1,90,物理攻击_302;法术攻击_360,,60,物理攻击,302,法术攻击,360,,,,
916,,916,10153,3,,,806553:9,1,120,物理攻击_504;法术攻击_600,,70,物理攻击,504,法术攻击,600,,,,
917,,917,10153,4,,,806553:12,1,120,物理攻击_705;法术攻击_840,,80,物理攻击,705,法术攻击,840,,,,
918,,918,10153,5,,,,1,120,物理攻击_907;法术攻击_1080,,90,物理攻击,907,法术攻击,1080,,,,
919,,919,10154,,,,806553:1,1,30,,,40,,0,,0,,,,
920,,920,10154,1,,,806553:3,1,60,生命_997,,50,生命,997,,0,,,,
921,,921,10154,2,,,806553:6,1,90,生命_1995,,60,生命,1995,,0,,,,
922,,922,10154,3,,,806553:9,1,120,生命_3325,,70,生命,3325,,0,,,,
923,,923,10154,4,,,806553:12,1,120,生命_4655,,80,生命,4655,,0,,,,
924,,924,10154,5,,,,1,120,生命_5985,,90,生命,5985,,0,,,,
925,,925,10155,,,,806553:1,1,30,,,40,,0,,0,,,,
926,,926,10155,1,,,806553:3,1,60,物理防御_69;生命_498,,50,物理防御,69,生命,498,,,,
927,,927,10155,2,,,806553:6,1,90,物理防御_139;生命_997,,60,物理防御,139,生命,997,,,,
928,,928,10155,3,,,806553:9,1,120,物理防御_232;生命_1662,,70,物理防御,232,生命,1662,,,,
929,,929,10155,4,,,806553:12,1,120,物理防御_324;生命_2327,,80,物理防御,324,生命,2327,,,,
930,,930,10155,5,,,,1,120,物理防御_417;生命_2992,,90,物理防御,417,生命,2992,,,,
931,,931,10156,,,,806553:1,1,30,,,40,,0,,0,,,,
932,,932,10156,1,,,806553:3,1,60,法术防御_87;生命_498,,50,法术防御,87,生命,498,,,,
933,,933,10156,2,,,806553:6,1,90,法术防御_174;生命_997,,60,法术防御,174,生命,997,,,,
934,,934,10156,3,,,806553:9,1,120,法术防御_290;生命_1662,,70,法术防御,290,生命,1662,,,,
935,,935,10156,4,,,806553:12,1,120,法术防御_406;生命_2327,,80,法术防御,406,生命,2327,,,,
936,,936,10156,5,,,,1,120,法术防御_522;生命_2992,,90,法术防御,522,生命,2992,,,,
937,,937,10157,,,,806553:1,1,30,,,40,,0,,0,,,,
938,,938,10157,1,,,806553:3,1,60,物理攻击_158;法术攻击_189,,50,物理攻击,158,法术攻击,189,,,,
939,,939,10157,2,,,806553:6,1,90,物理攻击_316;法术攻击_378,,60,物理攻击,316,法术攻击,378,,,,
940,,940,10157,3,,,806553:9,1,120,物理攻击_528;法术攻击_630,,70,物理攻击,528,法术攻击,630,,,,
941,,941,10157,4,,,806553:12,1,120,物理攻击_739;法术攻击_882,,80,物理攻击,739,法术攻击,882,,,,
942,,942,10157,5,,,,1,120,物理攻击_950;法术攻击_1134,,90,物理攻击,950,法术攻击,1134,,,,
943,,943,10158,,,,806553:1,1,30,,,40,,0,,0,,,,
944,,944,10158,1,,,806553:3,1,60,生命_937,,50,生命,937,,0,,,,
945,,945,10158,2,,,806553:6,1,90,生命_1875,,60,生命,1875,,0,,,,
946,,946,10158,3,,,806553:9,1,120,生命_3125,,70,生命,3125,,0,,,,
947,,947,10158,4,,,806553:12,1,120,生命_4375,,80,生命,4375,,0,,,,
948,,948,10158,5,,,,1,120,生命_5625,,90,生命,5625,,0,,,,
949,,949,10159,,,,806553:1,1,30,,,40,,0,,0,,,,
950,,950,10159,1,,,806553:3,1,60,物理防御_67;生命_468,,50,物理防御,67,生命,468,,,,
951,,951,10159,2,,,806553:6,1,90,物理防御_134;生命_937,,60,物理防御,134,生命,937,,,,
952,,952,10159,3,,,806553:9,1,120,物理防御_224;生命_1562,,70,物理防御,224,生命,1562,,,,
953,,953,10159,4,,,806553:12,1,120,物理防御_313;生命_2187,,80,物理防御,313,生命,2187,,,,
954,,954,10159,5,,,,1,120,物理防御_403;生命_2812,,90,物理防御,403,生命,2812,,,,
955,,955,10160,,,,806553:1,1,30,,,40,,0,,0,,,,
956,,956,10160,1,,,806553:3,1,60,法术防御_84;生命_468,,50,法术防御,84,生命,468,,,,
957,,957,10160,2,,,806553:6,1,90,法术防御_168;生命_937,,60,法术防御,168,生命,937,,,,
958,,958,10160,3,,,806553:9,1,120,法术防御_280;生命_1562,,70,法术防御,280,生命,1562,,,,
959,,959,10160,4,,,806553:12,1,120,法术防御_392;生命_2187,,80,法术防御,392,生命,2187,,,,
960,,960,10160,5,,,,1,120,法术防御_504;生命_2812,,90,法术防御,504,生命,2812,,,,
961,,961,10161,,,,806553:1,1,30,,,40,,0,,0,,,,
962,,962,10161,1,,,806553:3,1,60,物理攻击_144;法术攻击_169,,50,物理攻击,144,法术攻击,169,,,,
963,,963,10161,2,,,806553:6,1,90,物理攻击_288;法术攻击_338,,60,物理攻击,288,法术攻击,338,,,,
964,,964,10161,3,,,806553:9,1,120,物理攻击_480;法术攻击_564,,70,物理攻击,480,法术攻击,564,,,,
965,,965,10161,4,,,806553:12,1,120,物理攻击_672;法术攻击_789,,80,物理攻击,672,法术攻击,789,,,,
966,,966,10161,5,,,,1,120,物理攻击_864;法术攻击_1015,,90,物理攻击,864,法术攻击,1015,,,,
967,,967,10162,,,,806553:1,1,30,,,40,,0,,0,,,,
968,,968,10162,1,,,806553:3,1,60,生命_1080,,50,生命,1080,,0,,,,
969,,969,10162,2,,,806553:6,1,90,生命_2160,,60,生命,2160,,0,,,,
970,,970,10162,3,,,806553:9,1,120,生命_3600,,70,生命,3600,,0,,,,
971,,971,10162,4,,,806553:12,1,120,生命_5040,,80,生命,5040,,0,,,,
972,,972,10162,5,,,,1,120,生命_6480,,90,生命,6480,,0,,,,
973,,973,10163,,,,806553:1,1,30,,,40,,0,,0,,,,
974,,974,10163,1,,,806553:3,1,60,物理防御_90;生命_540,,50,物理防御,90,生命,540,,,,
975,,975,10163,2,,,806553:6,1,90,物理防御_180;生命_1080,,60,物理防御,180,生命,1080,,,,
976,,976,10163,3,,,806553:9,1,120,物理防御_300;生命_1800,,70,物理防御,300,生命,1800,,,,
977,,977,10163,4,,,806553:12,1,120,物理防御_420;生命_2520,,80,物理防御,420,生命,2520,,,,
978,,978,10163,5,,,,1,120,物理防御_540;生命_3240,,90,物理防御,540,生命,3240,,,,
979,,979,10164,,,,806553:1,1,30,,,40,,0,,0,,,,
980,,980,10164,1,,,806553:3,1,60,法术防御_72;生命_540,,50,法术防御,72,生命,540,,,,
981,,981,10164,2,,,806553:6,1,90,法术防御_144;生命_1080,,60,法术防御,144,生命,1080,,,,
982,,982,10164,3,,,806553:9,1,120,法术防御_240;生命_1800,,70,法术防御,240,生命,1800,,,,
983,,983,10164,4,,,806553:12,1,120,法术防御_336;生命_2520,,80,法术防御,336,生命,2520,,,,
984,,984,10164,5,,,,1,120,法术防御_432;生命_3240,,90,法术防御,432,生命,3240,,,,
985,,985,10165,,,,806553:1,1,30,,,40,,0,,0,,,,
986,,986,10165,1,,,806553:3,1,60,物理攻击_151;法术攻击_180,,50,物理攻击,151,法术攻击,180,,,,
987,,987,10165,2,,,806553:6,1,90,物理攻击_302;法术攻击_360,,60,物理攻击,302,法术攻击,360,,,,
988,,988,10165,3,,,806553:9,1,120,物理攻击_504;法术攻击_600,,70,物理攻击,504,法术攻击,600,,,,
989,,989,10165,4,,,806553:12,1,120,物理攻击_705;法术攻击_840,,80,物理攻击,705,法术攻击,840,,,,
990,,990,10165,5,,,,1,120,物理攻击_907;法术攻击_1080,,90,物理攻击,907,法术攻击,1080,,,,
991,,991,10166,,,,806553:1,1,30,,,40,,0,,0,,,,
992,,992,10166,1,,,806553:3,1,60,生命_997,,50,生命,997,,0,,,,
993,,993,10166,2,,,806553:6,1,90,生命_1995,,60,生命,1995,,0,,,,
994,,994,10166,3,,,806553:9,1,120,生命_3325,,70,生命,3325,,0,,,,
995,,995,10166,4,,,806553:12,1,120,生命_4655,,80,生命,4655,,0,,,,
996,,996,10166,5,,,,1,120,生命_5985,,90,生命,5985,,0,,,,
997,,997,10167,,,,806553:1,1,30,,,40,,0,,0,,,,
998,,998,10167,1,,,806553:3,1,60,物理防御_87;生命_498,,50,物理防御,87,生命,498,,,,
999,,999,10167,2,,,806553:6,1,90,物理防御_174;生命_997,,60,物理防御,174,生命,997,,,,
1000,,1000,10167,3,,,806553:9,1,120,物理防御_290;生命_1662,,70,物理防御,290,生命,1662,,,,
1001,,1001,10167,4,,,806553:12,1,120,物理防御_406;生命_2327,,80,物理防御,406,生命,2327,,,,
1002,,1002,10167,5,,,,1,120,物理防御_522;生命_2992,,90,物理防御,522,生命,2992,,,,
1003,,1003,10168,,,,806553:1,1,30,,,40,,0,,0,,,,
1004,,1004,10168,1,,,806553:3,1,60,法术防御_69;生命_498,,50,法术防御,69,生命,498,,,,
1005,,1005,10168,2,,,806553:6,1,90,法术防御_139;生命_997,,60,法术防御,139,生命,997,,,,
1006,,1006,10168,3,,,806553:9,1,120,法术防御_232;生命_1662,,70,法术防御,232,生命,1662,,,,
1007,,1007,10168,4,,,806553:12,1,120,法术防御_324;生命_2327,,80,法术防御,324,生命,2327,,,,
1008,,1008,10168,5,,,,1,120,法术防御_417;生命_2992,,90,法术防御,417,生命,2992,,,,
1009,,1009,10169,,,,806553:1,1,30,,,40,,0,,0,,,,
1010,,1010,10169,1,,,806553:3,1,60,物理攻击_158;法术攻击_189,,50,物理攻击,158,法术攻击,189,,,,
1011,,1011,10169,2,,,806553:6,1,90,物理攻击_316;法术攻击_378,,60,物理攻击,316,法术攻击,378,,,,
1012,,1012,10169,3,,,806553:9,1,120,物理攻击_528;法术攻击_630,,70,物理攻击,528,法术攻击,630,,,,
1013,,1013,10169,4,,,806553:12,1,120,物理攻击_739;法术攻击_882,,80,物理攻击,739,法术攻击,882,,,,
1014,,1014,10169,5,,,,1,120,物理攻击_950;法术攻击_1134,,90,物理攻击,950,法术攻击,1134,,,,
1015,,1015,10170,,,,806553:1,1,30,,,40,,0,,0,,,,
1016,,1016,10170,1,,,806553:3,1,60,生命_937,,50,生命,937,,0,,,,
1017,,1017,10170,2,,,806553:6,1,90,生命_1875,,60,生命,1875,,0,,,,
1018,,1018,10170,3,,,806553:9,1,120,生命_3125,,70,生命,3125,,0,,,,
1019,,1019,10170,4,,,806553:12,1,120,生命_4375,,80,生命,4375,,0,,,,
1020,,1020,10170,5,,,,1,120,生命_5625,,90,生命,5625,,0,,,,
1021,,1021,10171,,,,806553:1,1,30,,,40,,0,,0,,,,
1022,,1022,10171,1,,,806553:3,1,60,物理防御_84;生命_468,,50,物理防御,84,生命,468,,,,
1023,,1023,10171,2,,,806553:6,1,90,物理防御_168;生命_937,,60,物理防御,168,生命,937,,,,
1024,,1024,10171,3,,,806553:9,1,120,物理防御_280;生命_1562,,70,物理防御,280,生命,1562,,,,
1025,,1025,10171,4,,,806553:12,1,120,物理防御_392;生命_2187,,80,物理防御,392,生命,2187,,,,
1026,,1026,10171,5,,,,1,120,物理防御_504;生命_2812,,90,物理防御,504,生命,2812,,,,
1027,,1027,10172,,,,806553:1,1,30,,,40,,0,,0,,,,
1028,,1028,10172,1,,,806553:3,1,60,法术防御_67;生命_468,,50,法术防御,67,生命,468,,,,
1029,,1029,10172,2,,,806553:6,1,90,法术防御_134;生命_937,,60,法术防御,134,生命,937,,,,
1030,,1030,10172,3,,,806553:9,1,120,法术防御_224;生命_1562,,70,法术防御,224,生命,1562,,,,
1031,,1031,10172,4,,,806553:12,1,120,法术防御_313;生命_2187,,80,法术防御,313,生命,2187,,,,
1032,,1032,10172,5,,,,1,120,法术防御_403;生命_2812,,90,法术防御,403,生命,2812,,,,
1033,,1033,10173,,,,806553:1,1,30,,,40,,0,,0,,,,
1034,,1034,10173,1,,,806553:3,1,60,物理攻击_165;法术攻击_207,,50,物理攻击,165,法术攻击,207,,,,
1035,,1035,10173,2,,,806553:6,1,90,物理攻击_331;法术攻击_414,,60,物理攻击,331,法术攻击,414,,,,
1036,,1036,10173,3,,,806553:9,1,120,物理攻击_552;法术攻击_690,,70,物理攻击,552,法术攻击,690,,,,
1037,,1037,10173,4,,,806553:12,1,120,物理攻击_772;法术攻击_966,,80,物理攻击,772,法术攻击,966,,,,
1038,,1038,10173,5,,,,1,120,物理攻击_993;法术攻击_1242,,90,物理攻击,993,法术攻击,1242,,,,
1039,,1039,10174,,,,806553:1,1,30,,,40,,0,,0,,,,
1040,,1040,10174,1,,,806553:3,1,60,生命_652,,50,生命,652,,0,,,,
1041,,1041,10174,2,,,806553:6,1,90,生命_1305,,60,生命,1305,,0,,,,
1042,,1042,10174,3,,,806553:9,1,120,生命_2175,,70,生命,2175,,0,,,,
1043,,1043,10174,4,,,806553:12,1,120,生命_3045,,80,生命,3045,,0,,,,
1044,,1044,10174,5,,,,1,120,生命_3915,,90,生命,3915,,0,,,,
1045,,1045,10175,,,,806553:1,1,30,,,40,,0,,0,,,,
1046,,1046,10175,1,,,806553:3,1,60,物理防御_64;生命_326,,50,物理防御,64,生命,326,,,,
1047,,1047,10175,2,,,806553:6,1,90,物理防御_129;生命_652,,60,物理防御,129,生命,652,,,,
1048,,1048,10175,3,,,806553:9,1,120,物理防御_216;生命_1087,,70,物理防御,216,生命,1087,,,,
1049,,1049,10175,4,,,806553:12,1,120,物理防御_302;生命_1522,,80,物理防御,302,生命,1522,,,,
1050,,1050,10175,5,,,,1,120,物理防御_388;生命_1957,,90,物理防御,388,生命,1957,,,,
1051,,1051,10176,,,,806553:1,1,30,,,40,,0,,0,,,,
1052,,1052,10176,1,,,806553:3,1,60,法术防御_81;生命_326,,50,法术防御,81,生命,326,,,,
1053,,1053,10176,2,,,806553:6,1,90,法术防御_162;生命_652,,60,法术防御,162,生命,652,,,,
1054,,1054,10176,3,,,806553:9,1,120,法术防御_270;生命_1087,,70,法术防御,270,生命,1087,,,,
1055,,1055,10176,4,,,806553:12,1,120,法术防御_378;生命_1522,,80,法术防御,378,生命,1522,,,,
1056,,1056,10176,5,,,,1,120,法术防御_486;生命_1957,,90,法术防御,486,生命,1957,,,,
1057,,1057,10177,,,,806553:1,1,30,,,40,,0,,0,,,,
1058,,1058,10177,1,,,806553:3,1,60,物理攻击_172;法术攻击_216,,50,物理攻击,172,法术攻击,216,,,,
1059,,1059,10177,2,,,806553:6,1,90,物理攻击_345;法术攻击_432,,60,物理攻击,345,法术攻击,432,,,,
1060,,1060,10177,3,,,806553:9,1,120,物理攻击_576;法术攻击_720,,70,物理攻击,576,法术攻击,720,,,,
1061,,1061,10177,4,,,806553:12,1,120,物理攻击_806;法术攻击_1008,,80,物理攻击,806,法术攻击,1008,,,,
1062,,1062,10177,5,,,,1,120,物理攻击_1036;法术攻击_1296,,90,物理攻击,1036,法术攻击,1296,,,,
1063,,1063,10178,,,,806553:1,1,30,,,40,,0,,0,,,,
1064,,1064,10178,1,,,806553:3,1,60,生命_622,,50,生命,622,,0,,,,
1065,,1065,10178,2,,,806553:6,1,90,生命_1245,,60,生命,1245,,0,,,,
1066,,1066,10178,3,,,806553:9,1,120,生命_2075,,70,生命,2075,,0,,,,
1067,,1067,10178,4,,,806553:12,1,120,生命_2905,,80,生命,2905,,0,,,,
1068,,1068,10178,5,,,,1,120,生命_3735,,90,生命,3735,,0,,,,
1069,,1069,10179,,,,806553:1,1,30,,,40,,0,,0,,,,
1070,,1070,10179,1,,,806553:3,1,60,物理防御_62;生命_311,,50,物理防御,62,生命,311,,,,
